candidate	relevant_yn	sentiment	sentiment_confidence	subject_matter	retweet_count	text	tweet_created	tweet_location	user_timezone
Donald Trump	yes	Positive	0.3587	FOX News or Moderators	1	"RT @libertyjibbet: Hey .@realDonaldTrump You know who didn't whine about ""unfair"" questions? @CarlyFiorina Grow a set why don't ya'. #GOPDe__"	8/7/15 9:53		Central Time (US & Canada)
No candidate mentioned	yes	Negative	1	Abortion	0		8/7/15 9:53	"San Marino, California"	Pacific Time (US & Canada)
Donald Trump	yes	Negative	1	FOX News or Moderators	310		8/7/15 9:53		
No candidate mentioned	yes	Negative	1	Religion	334	"RT @edstetzer: Btw... when you mix politics and religion, you get politics. #GOPDebate"	8/7/15 9:53	"Athens, Ga"	
Marco Rubio	yes	Positive	0.3373	Abortion	350	RT @TeamMarco: Marco nailed it on abortion. We must protect life. #GOPDebate http://t.co/Nn6S7dO22J	8/7/15 9:53		
Donald Trump	yes	Negative	1	FOX News or Moderators	0	@megynkelly @BretBaier @foxnews WTF was up with Chris Wallace attacking #Trump2016 on bankruptcy then giving Rubio a softball? #GOPDebate	8/7/15 9:53		
No candidate mentioned	yes	Negative	0.3451	None of the above	0	They obviously didn't get the memo about #SeersuckerThursday. #GOPDebate http://t.co/LZagRRtZfl	8/7/15 9:53	"Berkeley, CA"	
Donald Trump	yes	Negative	0.6262	None of the above	14	"RT @VH1: Honestly, Donald Trump you were ALL types of petty at last night's #GOPDebate _ɐ --&gt; http://t.co/QxdoeMfuqO http://t.co/mcr6lrJh2h"	8/7/15 9:53		Cape Verde Is.
No candidate mentioned	yes	Negative	0.7033	None of the above	8	RT @TuxcedoCat: All Republican dopefuls who say they'll take US back to 2009 on 'Day One' will never see one day in White House! #GOPDebate__	8/7/15 9:53		
Donald Trump	yes	Negative	0.6429	None of the above	0	Trump gloating abt buying GOP+Dem pols &amp;them doing his bidding IS my 2000s Billionaire caricature MyaCash #GOPDebate https://t.co/5spmU3csIc	8/7/15 9:53	"Brooklyn, NY"	Eastern Time (US & Canada)
No candidate mentioned	yes	Positive	0.3372	FOX News or Moderators	226		8/7/15 9:53		
No candidate mentioned	yes	Negative	0.3296	None of the above	255	RT @Daenerys: Listening to the #GOPDebate like http://t.co/3JrCuQdAFu	8/7/15 9:53		
Rand Paul	yes	Positive	1	None of the above	5	RT @ScorpionsPriest: Best moment of the #GOPDebate last night: Rand telling Christie to go get another hug from Obama.	8/7/15 9:53	"portsmouth ,Rhode Island"	
No candidate mentioned	yes	Negative	1	Foreign Policy	350	RT @JohnFugelsang: If you missed either #GOPDebate all you need to know is there's no $ for struggling Americans and unlimited $ for war.	8/7/15 9:53		
Jeb Bush	yes	Negative	0.3563	None of the above	4	RT @pfikac: .@JebBush 'We are on the verge of the greatest time to be alive in this world but Washington is holding us back' #mysa #txlege __	8/7/15 9:53	"Houston, Texas"	Central Time (US & Canada)
Donald Trump	yes	Negative	0.3385	None of the above	120		8/7/15 9:53	SSCA	Arizona
No candidate mentioned	yes	Positive	0.6923	Immigration	8	"RT @SiteROI: @GovernorPerry fights back against ""what will you do abt immigration"" Q. Says border is porous, and that must be fixed first. __"	8/7/15 9:53	"Ellicott City, Maryland"	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	1	None of the above	0	Summary is the #GOPDebate: Status quo shit show	8/7/15 9:53	"New York, NY"	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	0.6729	None of the above	42	RT @ThePatriot143: Debbie Blocks Tweeter Who Questioned Dem Debate Schedule  http://t.co/gXNa0TOqaQ #GOPDebate @DWStweets http://t.co/kxIKF__	8/7/15 9:53	God's Country	
No candidate mentioned	yes	Negative	0.6783	Women's Issues (not abortion though)	1480	"RT @sallykohn: Hey look, it_s 10 men standing on a stage arguing why they should get to control women_s bodies and choices. #GOPDebate"	8/7/15 9:53		Eastern Time (US & Canada)
Marco Rubio	yes	Neutral	0.3263	None of the above	14	"RT @TheBaxterBean: Rubio Budget Raises MiddleClass Taxes, Adds $4.5T Deficit, Cuts InvestmentTax To $0 http://t.co/9S9NuVSAf7 #GOPDebate ht__"	8/7/15 9:53	Central  Florida	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	1	None of the above	33	RT @ChrisJZullo: Last night at the #GOPdebate all I saw was a bunch of Rich and Old despots with ZERO solutions to our nations problems #un__	8/7/15 9:53		Central Time (US & Canada)
No candidate mentioned	yes	Neutral	0.6322	None of the above	3		8/7/15 9:53		
No candidate mentioned	yes	Negative	1	None of the above	7	RT @RFHKerry: If you think ANY of these people are qualified...unfollow me.  #GOPDebate	8/7/15 9:53	"Pittsburgh, PA"	Eastern Time (US & Canada)
Ben Carson	yes	Neutral	0.3279	Religion	241	RT @Bipartisanism: Ben Carson spoke about science at the #GOPDebate and @neiltyson was like: http://t.co/bYoOH7i3N6	8/7/15 9:53	Delaware	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	0.6344	Immigration	0	Who's the real illegal alien- #GOPDebate  Farrakhan on Immigration  the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube	8/7/15 9:53	America	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	0.6667	FOX News or Moderators	0	#GOPDebate The talking heads put on the debate now the talking heads are telling us how the debates went. Maybe we wasted our time watching	8/7/15 9:53		
Donald Trump	yes	Neutral	0.3626	None of the above	66	RT @STEEL5757: __ #DonaldTrump Plaza Casino #TeddyBear Plush in #Tuxedo __ http://t.co/QHTTX0PLDG __ #CoolStuff #GOPDebate http://t.co/QJUnzjY__	8/7/15 9:53		
Donald Trump	yes	Positive	0.6374	FOX News or Moderators	0	"#Trump is right about @megynkelly but really needs to study Matthew 7, verses 3-5. #GOPDebate  https://t.co/ygNprhiehV"	8/7/15 9:53	People's Republic of Broward	
Donald Trump	yes	Neutral	0.6599	None of the above	116	RT @AC360: It wasn_t all #DonaldTrump. The most memorable #GOPDebate moments right now on #AC360. http://t.co/kDNhGj2RY3 http://t.co/HZ9GwE__	8/7/15 9:53		
Donald Trump	yes	Neutral	1	None of the above	0	#GOPDebate in one picture http://t.co/WMmucJUqJu	8/7/15 9:53	Up North	Pacific Time (US & Canada)
No candidate mentioned	yes	Negative	0.6718	Women's Issues (not abortion though)	325	"RT @maureenjohnson: ""Where do you think women should sleep when they have The Curse? The shed? Or in an open field, not on your property?' __"	8/7/15 9:53	Nashville	Central Time (US & Canada)
Ben Carson	yes	Negative	0.3409	Religion	0		8/7/15 9:53	John Smith AKA Bazooka Joe	Central Time (US & Canada)
Donald Trump	yes	Negative	1	Women's Issues (not abortion though)	10	"RT @NancyLeeGrahn: The cheers from #GOPDebate  audience afterTrump defiantly named @Rosie as the woman he called ""Fat Pig"" were the voices __"	8/7/15 9:53	Not where I want to be U.S.A.	America/New_York
No candidate mentioned	yes	Negative	1	Racial issues	0	"#BlackLives don't matter, apparently, to Republican candidates for president  http://t.co/8rfevFWSXx / or to @FoxNews #uniteblue #GOPDebate"	8/7/15 9:53	"New York, NY"	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	1	Racial issues	0	"Overall the main thing we learned from the #GOPDebate is that only straight, white, men matter."	8/7/15 9:53	The Moon	Mountain Time (US & Canada)
No candidate mentioned	yes	Positive	0.6629	None of the above	0	"@USFree4life I thought @seanhannity had the best post #GOPDebate interviews of the night, gave them all a chance 2straighten their position."	8/7/15 9:53	"Alaska,South Central"	Alaska
Donald Trump	yes	Negative	0.3452	None of the above	277		8/7/15 9:53		Central Time (US & Canada)
No candidate mentioned	yes	Negative	1	FOX News or Moderators	0	"@megynkelly @BretBaier #ChrisWallace, #America is criticizing UR PERFORMANCES during #GOPDebate b/c U did a REALLY bad job as ""moderators."""	8/7/15 9:53	"Riverside, CA - USA"	Pacific Time (US & Canada)
Mike Huckabee	yes	Negative	1	None of the above	0	"_@GovMikeHuckabee: Luntz: ""As the lines go up, they almost reach 100. It almost never happens in the dial research we do."" #GOPDebate rigged"	8/7/15 9:53		
Donald Trump	yes	Negative	1	None of the above	11	RT @oftenimprudent: I wish we could teach teenage girls to love themselves as much as Donald Trump loves himself. #GOPdebate	8/7/15 9:53	with Carmen Sandiego	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	1	None of the above	163		8/7/15 9:53	Arizona	Arizona
No candidate mentioned	yes	Negative	1	None of the above	1447	RT @BHowl_: How come there's no talk about climate change? Has anyone here even seen California right now? #GOPDebate #DebateWithBernie	8/7/15 9:53	"Brattleboro, VT"	Eastern Time (US & Canada)
No candidate mentioned	yes	Neutral	1	None of the above	4	RT @travisconsidine: .@GovernorPerry #GOPDebate Performance Review-Reel: https://t.co/o5QUROZbku #Perry2016	8/7/15 9:53	"Ellicott City, Maryland"	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	1	None of the above	16	"RT @ChrisJZullo: Last night they could have have raised their hands. I'm a spoiled billionaire, I'm an oligarch, I'm a racist, I'm a religi__"	8/7/15 9:53	Pennsylvania	
Ben Carson	yes	Positive	1	None of the above	0	"#GOPDebate 2016 #teamdrbencarson @RealBenCarson  WOW! Brilliant, Cool, Calm &amp; Collected.#empowering"	8/7/15 9:53	"Florida, USA"	Eastern Time (US & Canada)
Ted Cruz	yes	Neutral	0.3636	FOX News or Moderators	48	"RT @SooperMexican: Ted Cruz doesn't appreciate your emphatically sarcastic air quotes, megan kelly. #GOPDebate"	8/7/15 9:53	Washington State	
No candidate mentioned	yes	Negative	0.6629	Abortion	7	"RT @BenJamminWalker: Under no circumstances should 10 men dictate abortion rights to women. It's the 21st Century, we are better than that.__"	8/7/15 9:53	"rural Wisconsin, USA"	Central Time (US & Canada)
Donald Trump	yes	Positive	0.7049	None of the above	1395		8/7/15 9:53	"Fort Worth, Texas"	Central Time (US & Canada)
No candidate mentioned	yes	Negative	0.6939	FOX News or Moderators	164	"RT @JoePrich: .@megynkelly  In 2012 you chided @CandyCrowley for ""going from objective moderator to active participant"" #GOPDebate http://t__"	8/7/15 9:53	the cosmos / az	Arizona
Donald Trump	yes	Negative	0.6344	None of the above	0	#GOPDebate @FoxNews @realDonaldTrump  in1996 you called @billclinton a two timing slut.  Do you stand by that statement!?	8/7/15 9:53	NYC	Quito
No candidate mentioned	yes	Negative	1	FOX News or Moderators	16		8/7/15 9:53		Central Time (US & Canada)
Marco Rubio	yes	Positive	0.6562	None of the above	0		8/7/15 9:53		America/Los_Angeles
John Kasich	yes	Positive	0.3646	None of the above	63	RT @JohnKasich: SMALLER GOVT: Ohio government payroll is smaller than it's been in 3 decades. http://t.co/IGfIF4J1TT #GOPDebate http://t.co__	8/7/15 9:53		Central Time (US & Canada)
No candidate mentioned	yes	Neutral	0.6588	Racial issues	24	RT @zellieimani: Twitter Users Takeover #GOPDebate Hashtag to Drag GOP Candidates https://t.co/lMzNoMpFMW #KKKorGOP http://t.co/EWEz899A0c	8/7/15 9:53	"New York, New York"	Eastern Time (US & Canada)
Jeb Bush	yes	Negative	0.6652	None of the above	117	"RT @JebBush: ""Challenging the teacher's unions and beating them is the way to go."" _ Jeb http://t.co/5ImGwdRL4G #GOPDebate"	8/7/15 9:53	"Miami, FL"	Georgetown
No candidate mentioned	yes	Neutral	0.3773	None of the above	741	RT @billyeichner: Thank you all for watching the #GOPDebate tonight. @julieklausner and I had a blast writing it.	8/7/15 9:53	Texas State University 	
Donald Trump	yes	Negative	0.6905	Women's Issues (not abortion though)	0	@theblaze The REAL war on women!@realDonaldTrump @megynkelly @rushlimbaugh #GOPDebate @AnnCoulter	8/7/15 9:53		
No candidate mentioned	yes	Neutral	1	None of the above	37	"RT @GovernorPerry: .@GovernorPerry's ""On Fire"" Debate Performance https://t.co/aRmJN6vwPG #GOPDebate #Perry2016 #tcot"	8/7/15 9:53	"Ellicott City, Maryland"	Eastern Time (US & Canada)
No candidate mentioned	yes	Neutral	0.6937	Abortion	234	RT @blowticious: Pro-life Republicans be like #GOPDebate http://t.co/bIOXOpLEjn	8/7/15 9:53	Florida __ New York	Eastern Time (US & Canada)
No candidate mentioned	yes	Neutral	1	Immigration	40	RT @GovernorPerry: ICYMI: @GovernorPerry on Border Security/Illegal Immigration #GOPDebate  #Perry2016 #tcot https://t.co/1S25d2D0nK	8/7/15 9:53	"Ellicott City, Maryland"	Eastern Time (US & Canada)
Donald Trump	yes	Negative	0.6941	FOX News or Moderators	1	RT @AllThingsFlynn: This Trump vs. Fox News conflict is quite the conundrum. It_s like the personification of Greed vs. Hate. Who do I root__	8/7/15 9:53	York	
No candidate mentioned	yes	Positive	0.6742	None of the above	373	RT @CarlyFiorina: I know how extraordinary this nation is. #GOPDebate	8/7/15 9:53	Il USA	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	0.6966	None of the above	728	"RT @LAXnOREOS: Meanwhile, in the White House...  #GOPDebate http://t.co/mFs7ixFOVC"	8/7/15 9:53	"Inkster, MI"	Eastern Time (US & Canada)
Marco Rubio	yes	Positive	0.6495	None of the above	0	"#rubio still my preference but i can see point of his critics over opportunism, inconsistency #gopdebate"	8/7/15 9:53		Dublin
Donald Trump	yes	Positive	0.3529	FOX News or Moderators	0	Did @realDonaldTrump ever tell @megynkelly to go wait in the car? Her bad attitude suggests it. #WarOnWomen #GOPDebate	8/7/15 9:53	TX	Mountain Time (US & Canada)
No candidate mentioned	yes	Positive	0.6818	None of the above	9	"RT @TheTexasPhoenix: He was on fire! .@GovernorPerry's ""On Fire"" Debate Performance: https://t.co/0A1w02w7SZ #GOPDebate #Perry2016"	8/7/15 9:53	"Ellicott City, Maryland"	Eastern Time (US & Canada)
No candidate mentioned	yes	Neutral	1	None of the above	27	RT @Playing_Dad: Settling in for the #GOPDebate http://t.co/W6W3e5NBOa	8/7/15 9:53		Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	1	FOX News or Moderators	768	"RT @realDonaldTrump: ""@FrankLuntz: I'm getting a lot of @MegynKelly hatemail tonight. _ɾ #GOPDebate"" She is totally overrated and angry. She__"	8/7/15 9:53	Earth: Senseless nonsense	Pacific Time (US & Canada)
No candidate mentioned	yes	Negative	0.6667	None of the above	1	"This literally couldn't be more true for me. ""I Watched the #GOPDebate &amp; All I Got Was a Lousy Hangover"" http://t.co/cxch7Xxq1V @robinmarty"	8/7/15 9:53	"Washington, DC"	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	0.3721	FOX News or Moderators	0	#JonVoyage was half as long as the #GOPDebate  but twice as intelligible.	8/7/15 9:53		Mountain Time (US & Canada)
No candidate mentioned	yes	Negative	1	None of the above	19	RT @LisaBloom: Not a single question in last night's #GOPDebate about the most urgent issue of our time: climate change.	8/7/15 9:53	Pennsylvania	
No candidate mentioned	yes	Negative	0.6782	FOX News or Moderators	0	"#GOPDebate What was up with #FoxNews &amp; their ""gotcha"" questions? They seemed designed to elicit typical political ""spin"" responses. #tlot"	8/7/15 9:53	Left Coast (bankrupt cities)	Pacific Time (US & Canada)
No candidate mentioned	yes	Positive	1	None of the above	0	After the #GOPDebate all of the promises being made by startups at this tech conference seem quite reasonable.	8/7/15 9:53	"Las Vegas, NV"	Pacific Time (US & Canada)
Donald Trump	yes	Negative	0.6318		10	RT @Roy___Rogers: @KnucklDraginSam @GOP @realDonaldTrump @yobynnad1127 AMEN! #Trump2016 #WakeUpAmerica #GOPDebate #tcot #stoprush http://t.__	8/7/15 9:53	The Shire	Bogota
No candidate mentioned	yes	Neutral	0.6673	None of the above	1024	RT @CarlyFiorina: The highest calling of leadership is to challenge the status quo &amp; unlock potential in others. #GOPDebate. #Carly2016	8/7/15 9:53	Il USA	Eastern Time (US & Canada)
Donald Trump	yes	Negative	0.6941	None of the above	4		8/7/15 9:53		Mountain Time (US & Canada)
No candidate mentioned	yes	Negative	0.6705	FOX News or Moderators	1000	"RT @deray: Before the #GOPDebate began, didn't the moderators say that 8 million ppl were discussing ""racial issues""? What happened to thos__"	8/7/15 9:53	Southern California	Pacific Time (US & Canada)
No candidate mentioned	yes	Negative	1	Abortion	1773	"RT @feministabulous: There's nothing like listening to ten dudes who will never need an abortion, talk about whether I should have a right __"	8/7/15 9:53		Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	1	FOX News or Moderators	14	RT @SenWhitehouse: FOX silenced by Koch billions too? Not a single question at last night's #GOPDebate to #climatechange deniers about Mond__	8/7/15 9:53	earth	
No candidate mentioned	yes	Negative	0.6667	Jobs and Economy	38	"RT @tyriquex: These republicans are rich, they don't care about the poverty of America &amp; they definitely don't care bout the poverty of bla__"	8/7/15 9:53	Canada	Central Time (US & Canada)
No candidate mentioned	yes	Neutral	1	None of the above	0	"So we just had an office chat about the #GOPDebate,  &amp; I was outed as both a flaming liberal and a politics geek. Probably not surprising."	8/7/15 9:53	"Anchorage, Alaska"	America/Anchorage
No candidate mentioned	yes	Negative	0.3438	None of the above	0	Catching up on my #GOPDebate @LindseyGrahamSC what a childish &amp; cheap move to call out @billclinton &amp; @HillaryClinton on a 17 year old story	8/7/15 9:53	B.C. Canada	Quito
No candidate mentioned	yes	Neutral	0.6429	None of the above	27		8/7/15 9:53		
Ted Cruz	yes	Negative	1	None of the above	10	RT @kesgardner: All Ted Cruz does is attack other Republicans. #GOPDebate	8/7/15 9:53	"Ellicott City, Maryland"	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	0.6774	Foreign Policy	176	"RT @GovernorPerry: ICYMI: Not just no, but ""hell no"" to the #IranDeal! #GOPDebate #Perry2016 #tcot https://t.co/KqhJdJCGWS"	8/7/15 9:53		Central Time (US & Canada)
